id,question,content,category,source
4773,график работы можно ли изменить процент занятости?,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4774,график работы изменить процент занятости,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4775,график работы сменить процент занятости,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4776,график работы хочу изменить процент занятости,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4777,график работы необходимо изменить процент занятости,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4778,график работы изменить % занятости работника,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4779,график работы изменить процент занятости в системе,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4780,"график работы меняю % занятости, где кнопка?","Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4781,график работы как поменять процент занятости,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4782,график работы изменить процент занятости сотрудника,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4783,график работы нужно изменить процент занятости,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4784,график работы изменить ставку,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4785,график работы хочу уменьшить часы работы,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4786,график работы изменить процент занятости,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4787,график работы как мне изменить процент занятости,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4788,"график работы нужно поменять процент занятости, как это сделать","Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4789,график работы как изменить процент занятости?,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4790,график работы нужно изменить % занятости,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4791,график работы как изменить долю занятости,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4792,"график работы нужно изменить процент занятости, как это сделать?","Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4793,график работы как мне изменить процент занятости сотрудника?,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4794,"график работы хочу изменить свой процент занятости, что для этого нужно сделать?","Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4795,график работы как мне поменять процент занятости?,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4796,"график работы хочу поменять процент занятости, подскажите как","Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4797,график работы как изменить процент занятости?,"Для изменения процента занятости сотруднику создайте, пожалуйста, заявку на сотрудника по теме ""Изменение режима, характера работы""",График работы,синтетика
4798,отпуск отпуск без содержания не могу оформить,Сервис не доступен сотрудникам на 0% занятости,Отпуск,синтетика
4799,отпуск не могу взять отпуск без содержания,Сервис не доступен сотрудникам на 0% занятости,Отпуск,синтетика
4800,отпуск у меня нету отпуска без содержания,Сервис не доступен сотрудникам на 0% занятости,Отпуск,синтетика
4801,отпуск отпуск без содержания не могу добавить,Сервис не доступен сотрудникам на 0% занятости,Отпуск,синтетика
4802,отпуск отпуска без содержания нет,Сервис не доступен сотрудникам на 0% занятости,Отпуск,синтетика
4803,отпуск не могу добавить отпуск без содержания,Сервис не доступен сотрудникам на 0% занятости,Отпуск,синтетика
4804,отпуск отпуск без содержания,Сервис не доступен сотрудникам на 0% занятости,Отпуск,синтетика
4805,отпуск не могу оформить отпуск без содержания,Сервис не доступен сотрудникам на 0% занятости,Отпуск,синтетика
4806,отпуск не вижу строку  отпуск без содержания,Сервис не доступен сотрудникам на 0% занятости,Отпуск,синтетика
4807,отпуск не могу получить отпуск без содержания,Сервис не доступен сотрудникам на 0% занятости,Отпуск,синтетика
4808,отпуск отпуск без содержания не виден,Сервис не доступен сотрудникам на 0% занятости,Отпуск,синтетика
4809,отпуск отпуск без содержания не  виден,Сервис не доступен сотрудникам на 0% занятости,Отпуск,синтетика
4810,отпуск как быть если  дм в отпуске и заявку на отпуск  нужно  согласовать,"Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4811,отпуск наш дм в отпуске  как нам  заявку на перенос отпуска согласовать,"Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4812,отпуск дм в отпуске и не могу  согласовать заявку на перенос отпуска,"Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4813,"отпуск как быть, если на магазине нет дм и нужно перенести отпуск","Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4814,отпуск отпуск  сотрудника нужно перенести а  дм в отпуске,"Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4815,"отпуск заявка на перенос отпуска  -  нет дм  , как быть?","Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4816,"отпуск дм на магазине нет, как сделать отпуск?","Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4817,"отпуск смена дм, кто подтверждает отпуск?","Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4818,"отпуск отпуск, дм не на месте, куда обращаться?","Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4819,"отпуск дм в отпуске, кто может согласовать заявление?","Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4820,"отпуск нашего директора нет, кто подпишет заявку?","Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4821,"отпуск что делать если руководитель в отпуске, а заявка на отпуск?","Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4822,"отпуск дм в отпуске, кто может подписать заявку?","Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4823,"отпуск отпуск сотрудника, а дм в отпуске, как быть с заявкой?","Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4824,"отпуск заявка на отпуск, а дм в отпуске, кому ее отправлять?","Если руководитель отсутствует, обратитесь к HRBP для назначения заместителя",Отпуск,синтетика
4825,отпуск отпуск по беременности и родам совпал с отпуском,"В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4826,отпуск как быть если отпуск по беременности и родам накладывается на мой отпуск,"В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4827,отпуск отпуск по беременности и родам пересекается с моим ежегодным отпуском,"В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4828,отпуск ежегодный отпуск во время декрета. как быть?,"В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4829,отпуск отпуск по беременности и родам пересекается с ежегодным,"В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4830,"отпуск отпуск совпал с декретом, как быть","В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4831,"отпуск отпуск по беременности и родам, а я в отпуске","В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4832,отпуск ежегодный отпуск и отпуск по беременности и родам,"В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4833,отпуск отпуск по беременности и родам + отпуск,"В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4834,отпуск отпуск совпал с декретом,"В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4835,отпуск могу ли я использовать отпуск по беременности и родам после отпуска?,"В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4836,"отпуск отпуск по беременности и родам пересекается с отпуском, что делать?","В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4837,отпуск отпуск по беременности и родам и отпуск  совпали,"В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4838,отпуск ежегодный отпуск  совпал с отпуском по беременности и родам,"В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4839,отпуск можно ли перенести  отпуск  после отпуска по беременности и родам?,"В случае пересечения ежегодного отпуска с отпуском по беременности и родам, сотрудник имеет право перенести свой ежегодный отпуск на период следующего дня после окончания отпуска по беременности и родам.",Отпуск,синтетика
4840,отпуск как посмотреть график отпусков на следующий год,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4841,отпуск где посмотреть график отпусков на будущий год,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4842,отпуск могу ли я узнать график отпусков на 2024 год,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4843,отпуск как планировать отпуска на следующий год?,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4844,отпуск могу ли я планировать отпуска сотрудников на следующий год?,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4845,отпуск где посмотреть план отпусков сотрудников на будущий год?,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4846,отпуск как узнать график отпусков на следующий год,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4847,отпуск где посмотреть график отпусков сотрудников,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4848,отпуск могу ли я  посмотреть когда отпуск у иванова  в следующем году,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4849,отпуск как посмотреть график отпусков на будущий год,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4850,отпуск могу ли я посмотреть график отпусков сотрудников на следующий год,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4851,отпуск когда надо планировать отпуска на следующий год,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4852,отпуск как планировать отпуска на будущий год?,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4853,отпуск могу ли я посмотреть график отпусков на следующий год?,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4854,отпуск где можно посмотреть график отпусков сотрудников?,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4855,отпуск отпуска не отображаются в личном кабинете,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4856,отпуск не могу посмотреть график отпусков сотрудников,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4857,отпуск где посмотреть график отпусков,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4858,отпуск отпуска сотрудников не отображаются в лк,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4859,отпуск где смотреть график отпусков,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4860,отпуск я не вижу график отпусков в моей команде,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4861,отпуск где посмотреть расписание отпусков сотрудников,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4862,отпуск не могу найти отпускные графики,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4863,отпуск отпуска сотрудников не отображаются в личном кабинете,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4864,отпуск не могу найти график отпусков сотрудников,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4865,отпуск не получается посмотреть график отпусков сотрудников,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4866,отпуск где найти график отпусков сотрудников?,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4867,отпуск где найти график отпусков,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4868,отпуск отпуск  не могу найти,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4869,отпуск не вижу  отпусков  сотрудников,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4870,отпуск отпуска сотрудников не доступны,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4871,отпуск не получается запланировать отпуск,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4872,отпуск отпуск за сотрудника не могу запланировать,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4873,отпуск не могу запланировать отпуск  за сотрудника,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4874,отпуск отпуск не могу забронировать,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4875,отпуск не могу запланировать отпуск сотруднику,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4876,отпуск отпуска в моей команде нет,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4877,отпуск отпуск  не получается запланировать,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4878,отпуск запланировать отпуск не получается,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4879,отпуск отпуск на сотрудника не планируется,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4880,отпуск как запланировать отпуск на сотрудника?,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4881,отпуск не могу запланировать отпуск подчиненному,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4882,отпуск отпуск сотрудника не планируется,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4883,отпуск не получается добавить отпуск сотруднику,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4884,отпуск не могу запланировать отпуск на сотрудника,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4885,отпуск как мне отправить подчиненного в отпуск?,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4886,отпуск отпуск для сотрудников,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4887,отпуск не получается поставить отпуск на сотрудника,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4888,отпуск отпуск на сотрудника не могу запланировать,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
4889,отпуск как запланировать отпуск сотрудника,Сотрудники могут сформировать свои графики до конца ноября текущего года. За ходом планирования необходимо следить в разделе Моя команда - Отпуска сотрудников.,Отпуск,синтетика
